review,rating,lat,long
29,3,40.76745,-73.95942
2,3.5,40.67212107,-73.9903813
450,3.5,40.76015158,-73.97694816
136,3.5,40.73974713,-73.9894754
43,2.5,40.71201215,-74.00817274
187,4,40.72697672,-73.97989577
187,4,40.72732747,-73.9796396
185,3.5,40.76970044,-73.95451745
1,5,40.75979886,-73.97035056
23,3.5,40.73187908,-73.95798764
247,3.5,40.73052936,-74.00046356
247,3.5,40.73055642,-74.00051812
51,3,40.59899688,-73.95535126
5,3.5,40.68189303,-73.99364654
1,5,40.64704,-73.99774
2,4,40.64694,-73.99684
34,3.5,40.61469154,-73.93658423
12,3,40.78392628,-73.95033356
31,4.5,40.6852225,-74.00260809
43,3,40.76143966,-73.99950052
8,4.5,40.8192122,-73.9372851
14,3.5,40.75160008,-73.97098152
187,4,40.75890286,-73.98121565
272,4.5,40.68227474,-73.97994366
24,4.5,40.71167,-73.94303
248,3.5,40.8019149,-73.95710387
134,4,40.74822474,-73.98806045
1509,3.5,40.75997883,-73.99140857
30,4.5,40.76076,-73.96833
30,4.5,40.76084643,-73.96881558
117,4.5,40.68129367,-73.97723443
117,4.5,40.68135988,-73.97718932
117,4.5,40.68154,-73.97734
4,4.5,40.75232937,-73.9858935
212,4,40.68694331,-73.99099156
469,4,40.68708428,-73.97560754
469,4,40.68711413,-73.97586504
469,4,40.68728,-73.97588
256,4,40.80212737,-73.95668749
107,2.5,40.70275759,-73.9937673
36,4.5,40.67683724,-73.96364494
60,3.5,40.67340206,-73.95690025
29,4.5,40.6947,-73.95273
29,4.5,40.69496879,-73.95291915
33,4,40.63845934,-73.96841458
142,3.5,40.72507766,-73.98127318
5,3.5,40.64425,-74.00073
105,4,40.86176342,-73.9248658
93,3,40.76267005,-73.98211901
147,3.5,40.62273917,-74.02844597
269,4,40.7327248,-73.99760045
38,5,40.73664,-73.98133
60,3,40.67194104,-73.95750077
240,4,40.70297947,-73.93318247
176,4,40.76459696,-73.98232709
22,3.5,40.67423,-73.95264
6,3.5,40.64961064,-73.93007409
12,4.5,40.74085048,-73.99205354
125,3,40.74725381,-73.99165968
125,3,40.74733,-73.99231
181,3.5,40.77004969,-73.95752323
651,3.5,40.73821,-74.00199
62,2,40.75970719,-73.98803964
256,3.5,40.7427197,-73.98653147
50,4.5,40.62334951,-74.03103636
190,4.5,40.76305074,-73.9929708
7,2.5,40.74740223,-73.99376041
253,4,40.76553793,-73.98590645
253,4,40.76624188,-73.98693016
15,4,40.71085,-73.95154
86,3.5,40.80035129,-73.96759943
86,3.5,40.80036819,-73.96749304
32,4,40.74065832,-73.98188704
134,3.5,40.76344019,-73.97922111
516,4,40.73826795,-73.9896043
85,3.5,40.75343946,-73.98719364
166,3.5,40.67872863,-73.9977497
55,2.5,40.74809624,-73.97353765
55,2.5,40.74814371,-73.97342249
78,2.5,40.75448967,-73.98686156
87,4,40.78927,-73.94874
73,3.5,40.71194,-73.94242
552,4,40.75259389,-73.97266607
172,4,40.68244,-73.9935
277,3.5,40.78673687,-73.95039969
20,4,40.80847,-73.95012
291,3.5,40.72458324,-73.98361409
43,3.5,40.73323786,-73.95983159
281,3.5,40.72740861,-73.9940071
97,3,40.79338577,-73.97092189
164,3.5,40.71691773,-73.95655398
164,3.5,40.71696635,-73.95650382
95,3.5,40.78276982,-73.94515818
47,3,40.75267571,-73.97294721
9,4,40.79923018,-73.94312715
90,4,40.73027685,-73.95335094
72,4,40.7592,-73.99253
100,4.5,40.72554082,-74.00758997
100,4.5,40.72587271,-74.00799063
940,4,40.70394697,-74.01027107
127,4,40.75934,-73.96239
127,4,40.75939766,-73.962201
57,3.5,40.61065057,-73.96236705
121,3.5,40.76811223,-73.95892776
387,4,40.76425703,-73.98836174
387,4,40.76432263,-73.98831567
226,4.5,40.77474788,-73.95409191
226,4.5,40.77484106,-73.95394068
226,4.5,40.77493,-73.9542
70,4,40.76217577,-73.96000122
39,4.5,40.72868997,-73.99935226
3,3.5,40.86125687,-73.92567075
44,4,40.671,-73.95791
119,3.5,40.74602054,-73.97780729
77,4,40.76365,-73.96681
229,3,40.74648372,-73.99157119
105,4,40.70244204,-73.91623419
256,4,40.75628626,-73.97948471
6,3,40.74859615,-73.97522782
15,3.5,40.77269,-73.94982
137,4,40.71979883,-74.0057459
72,2.5,40.75145,-73.98835
103,3,40.73106032,-73.98202562
168,4,40.71708972,-73.95854385
168,4,40.71712358,-73.95860067
76,3.5,40.74570805,-73.98399422
101,3.5,40.75655405,-73.96670303
593,4,40.67515565,-73.98130205
42,4,40.73768061,-73.99153673
42,4,40.73775,-73.99127
76,4,40.73343893,-73.95825414
87,3.5,40.75162398,-73.97243042
466,4,40.73839799,-73.99320026
117,3,40.73981346,-73.99118047
102,3.5,40.73121911,-74.00675719
255,4,40.76536998,-73.98755765
74,3,40.76092,-73.97494
47,3.5,40.78671415,-73.9757084
128,3,40.75230116,-73.97030627
87,3.5,40.687473,-73.98712104
50,2.5,40.77820181,-73.98064955
449,3.5,40.77496,-73.95547
81,4.5,40.70208931,-73.92425395
43,2.5,40.76325013,-73.97270828
389,4,40.71401954,-73.9489768
341,3.5,40.68569802,-74.00230492
60,4.5,40.73053212,-74.00463201
209,4,40.70246253,-73.98952012
6,5,40.60530932,-73.98191033
741,3.5,40.7405014,-73.9893222
52,4.5,40.71940605,-74.00945672
142,4.5,40.72397988,-73.97891566
31,3.5,40.70047,-73.92585
25,4,40.76682321,-73.96938871
81,3,40.85243795,-73.93464085
29,4,40.74873322,-73.99587745
255,4,40.64662519,-73.97021356
232,4,40.76320891,-73.96859883
232,4,40.76328836,-73.96863938
55,3,40.76557977,-73.97017967
199,4,40.72365623,-73.95079638
187,4,40.76182432,-73.99007812
50,3.5,40.75910852,-73.96232619
50,3.5,40.75920591,-73.96217405
216,3.5,40.71619,-73.99785
8,3,40.80917303,-73.94454257
238,3.5,40.74148021,-73.98111719
171,4,40.72440262,-73.94908434
137,3.5,40.73298592,-74.00683927
17,4.5,40.78506366,-73.97484937
7,5,40.74908237,-73.99389518
44,4.5,40.66320936,-73.98464537
287,4,40.71889,-74.00998
287,4,40.71906726,-74.0102177
1,3,40.7578069,-73.97928016
1,3,40.75855259,-73.97716547
13,4.5,40.68567,-73.91193
130,3.5,40.75788,-73.97766
164,4,40.76626003,-73.99418637
189,3.5,40.74903702,-73.99378645
48,3,40.76664421,-73.96276666
139,3.5,40.71956533,-73.99719267
124,3,40.80649898,-73.96512109
143,3,40.72236033,-74.00367445
365,4,40.75552,-73.96873
365,4,40.75595043,-73.96927936
365,4,40.75601653,-73.96928678
315,3.5,40.79476031,-73.94241807
309,4.5,40.72605829,-73.98520952
179,3.5,40.67764093,-73.96894317
61,4.5,40.76833754,-73.95533006
50,4.5,40.73867261,-73.98332677
253,3,40.78124006,-73.97978808
132,3,40.73185098,-73.99003329
138,3.5,40.79133031,-73.97241982
181,4,40.80053253,-73.96568524
70,4.5,40.71971011,-73.98852362
70,4.5,40.71981053,-73.98855016
1521,4,40.80227331,-73.95025904
75,3.5,40.86687,-73.92077
144,4,40.73254434,-73.99701579
122,3.5,40.7614967,-73.96050034
134,4,40.82535,-73.95103
32,4,40.77528493,-73.94766041
152,3.5,40.77698524,-73.95237447
152,3.5,40.77707,-73.95268
184,2.5,40.75163812,-73.99002317
22,2.5,40.73812809,-73.9907928
350,3.5,40.7627609,-73.99310044
280,4,40.73331517,-73.95808666
280,4,40.73341025,-73.9581037
106,4,40.73788834,-74.00432757
61,4,40.70424,-73.93417
62,3.5,40.80798,-73.95233
687,3.5,40.73101273,-73.98586969
442,4,40.76453539,-73.97770389
171,3,40.75797729,-73.96624887
262,3.5,40.76354289,-73.98279059
262,3.5,40.76362197,-73.9827463
1545,4.5,40.72987402,-73.98919311
48,4.5,40.76236,-73.95907
48,4.5,40.76245434,-73.9591987
95,4,40.75959976,-73.97002621
184,3,40.74254963,-73.98251197
172,4,40.76570891,-73.98731811
172,4,40.76579,-73.98769
172,4,40.68232025,-73.99353227
172,4,40.76590436,-73.98726195
6,5,40.6191173,-74.02103756
25,4,40.76039516,-73.98562313
47,4,40.77242,-73.9524
471,4.5,40.73264075,-74.00247528
23,5,40.63272744,-74.02734976
75,4,40.59282536,-73.94898854
26,4.5,40.75743375,-73.9689261
222,3.5,40.83838775,-73.94149066
222,3.5,40.83854192,-73.94137933
21,4,40.70545479,-73.94296896
80,4,40.77589002,-73.95718405
32,4,40.57694613,-73.95280204
70,4,40.59499635,-73.95468212
122,3,40.75471194,-73.97164179
133,4.5,40.80966172,-73.94983552
1061,4,40.71406624,-73.99769842
1061,4,40.71407464,-73.99771471
1061,4,40.71408737,-73.99773625
75,2.5,40.57582529,-73.98028108
72,2,40.68015452,-73.94621014
96,2,40.80644712,-73.94234919
87,2,40.87387857,-73.90882315
6,1.5,40.70719843,-73.95393988
1007,4,40.72532157,-74.0035495
1007,4,40.72537102,-74.00380094
63,3.5,40.84348077,-73.93913037
544,4,40.76070638,-73.97250014
219,3.5,40.74948785,-73.98321996
219,3.5,40.74956662,-73.98340518
14,4,40.75576359,-73.99083598
66,2.5,40.63113677,-73.91864643
11,5,40.73279,-73.95514
100,4.5,40.69987406,-73.92830484
111,3.5,40.62985279,-74.02837117
50,4.5,40.72778636,-73.98378172
137,4,40.75362308,-73.97348376
445,4,40.73509009,-74.00672188
203,3.5,40.62117368,-74.02909129
203,3.5,40.6211774,-74.0290142
10,3.5,40.69464425,-73.91091307
1,5,40.74422124,-73.99593066
17,2,40.85751556,-73.93214127
207,4,40.72132112,-73.98827634
207,4,40.72139623,-73.98845888
106,3.5,40.69467994,-73.99368086
26,3.5,40.64791294,-73.88204789
190,3.5,40.80446521,-73.94778618
78,4,40.7995915,-73.9428655
372,3.5,40.77842865,-73.98103601
21,3.5,40.71597272,-74.00476204
26,3,40.7486854,-73.98930142
138,3.5,40.70999,-73.93337
380,3.5,40.73860864,-74.00348572
9,4,40.68033321,-73.96466192
28,3.5,40.59426,-73.95007
57,4,40.73233199,-73.99454899
78,3.5,40.68097,-73.97723
3030,4,40.73214499,-73.98431965
196,3.5,40.80522605,-73.96220594
139,4.5,40.73261052,-73.99732554
320,4,40.76630204,-73.98688504
30,4.5,40.76466,-73.99144
156,4,40.64603996,-73.99858494
269,3.5,40.74390818,-73.98381519
51,3.5,40.74215178,-73.99333874
142,4,40.72843,-73.99211
142,4,40.72875247,-73.99229222
14,3,40.63733223,-73.99465266
33,3.5,40.76145827,-73.96637334
10,4,40.5995837,-73.99006484
51,3.5,40.75434,-73.99019
51,3.5,40.64397647,-73.97647954
122,3,40.76308273,-73.97817411
534,4,40.74524997,-73.99855238
169,4,40.75207234,-73.99111247
63,4,40.64042551,-73.96603181
63,4,40.64044085,-73.96599868
241,4,40.75876918,-73.99228598
71,4,40.76211632,-73.96322516
131,4.5,40.71681472,-74.00556337
160,4,40.6649843,-73.98638538
412,3.5,40.73082577,-73.98888892
147,3.5,40.71279837,-73.95686375
41,4,40.63446,-73.96725
191,3,40.74993174,-73.98406101
9,2.5,40.76423694,-73.95535453
306,4,40.59958054,-73.98982492
136,3.5,40.75447,-73.99542
136,3.5,40.7544968,-73.9954856
14,3.5,40.63227,-73.93368
370,4,40.6404919,-74.02538464
272,4,40.72347629,-74.00314711
38,2.5,40.74717131,-73.98147799
38,2.5,40.74746,-73.98207
19,4,40.67103,-73.98483
75,3,40.73630249,-74.0079346
4,4,40.59279573,-73.98839131
73,4,40.72601877,-73.98362877
73,4,40.72602,-73.98363
39,3.5,40.74905,-73.98339
185,3,40.74389791,-74.00628849
185,3,40.74412483,-74.00668095
149,4,40.68001105,-73.99501452
557,4,40.75521913,-73.97307855
78,4,40.68548047,-73.99447116
305,4,40.80063701,-73.96545191
134,4.5,40.71424531,-73.94433813
128,4,40.75551203,-73.99162759
206,4,40.79306604,-73.97108056
46,4,40.71983927,-73.98467297
2,5,40.72544848,-73.99219611
219,4,40.76488758,-73.99033086
77,2.5,40.75474123,-73.97972631
89,4,40.72831846,-73.97892419
242,4,40.73588273,-73.98727339
362,4.5,40.76374954,-73.98762023
362,4.5,40.76386639,-73.98856357
50,4.5,40.76151946,-73.99037838
72,4.5,40.74594,-73.99358
354,4,40.72850815,-73.98782046
311,4,40.77125625,-73.95829596
154,4,40.71964162,-74.00587067
154,4,40.71965973,-74.00585641
151,4,40.72208155,-73.99730523
99,4.5,40.67695,-73.98639
108,4.5,40.80869868,-73.94462299
108,4.5,40.80891,-73.94482
1805,4,40.73241678,-73.99916082
227,3.5,40.72746,-73.97918
227,3.5,40.72758406,-73.97928613
421,3.5,40.74486683,-73.97581057
142,4,40.71987117,-73.99919056
124,3.5,40.71023711,-73.96332641
203,4,40.71402989,-73.96030733
195,3,40.72382198,-73.99683172
141,4,40.67080517,-73.98501824
110,3.5,40.74047,-73.9823
29,4,40.63156965,-74.02171802
123,4,40.67210511,-73.9838362
145,4,40.71148085,-73.94498961
55,4,40.77502271,-73.94784944
151,4,40.71858,-74.0047
25,4.5,40.68333,-73.93468
224,3.5,40.72220096,-73.94996567
326,4,40.73129245,-74.00302825
3,5,40.59863,-73.95942
37,4,40.66610645,-73.95663907
21,3,40.77032115,-73.99156699
2131,4,40.72270654,-73.99826073
105,4.5,40.72069,-73.98533
81,4,40.68681047,-73.97771464
29,3.5,40.63773732,-73.89685545
205,4,40.71666404,-73.95147203
45,3.5,40.71314241,-74.00901148
99,4,40.7753,-73.95319
99,4,40.77563016,-73.95336461
25,2.5,40.75372274,-73.96617822
167,3.5,40.76045,-73.99014
178,4,40.67575048,-73.97456386
219,3.5,40.68312798,-73.95386395
23,3,40.76286102,-73.98756417
319,2.5,40.73449155,-73.99223161
60,3.5,40.75738975,-73.98406737
38,4.5,40.66039274,-73.99440735
36,4,40.76566486,-73.98247353
36,4,40.76570631,-73.98242294
40,4,40.69348,-73.9673
90,4,40.737557,-74.00569067
60,4,40.63932059,-73.96863248
17,4,40.77465,-73.95107
65,4.5,40.72245917,-73.98974689
65,4.5,40.72276,-73.98989
14,3,40.73938829,-74.0068477
33,4.5,40.71420554,-73.96073077
69,4,40.77412478,-73.95286151
222,3.5,40.72562,-73.99171
70,4,40.68141282,-73.99405056
70,4,40.68160122,-73.99383288
153,4,40.73655583,-73.99742656
153,4,40.7366019,-73.99739279
464,3.5,40.68737111,-73.99011218
171,4,40.67145226,-73.99101636
22,4,40.79395695,-73.97249394
195,3.5,40.66679386,-73.98471978
90,4,40.72796845,-73.98804232
59,4.5,40.72365174,-73.98921301
134,3.5,40.77067,-73.95733
134,3.5,40.77074538,-73.95700399
134,4,40.6679165,-73.98384186
147,3.5,40.74917909,-73.98234593
134,3.5,40.76011857,-73.98855675
565,4.5,40.67217857,-73.95734123
222,4,40.72777054,-73.97931427
812,3.5,40.73835445,-73.98789493
897,4,40.71201334,-73.95121476
150,3.5,40.72907,-73.98956
150,3.5,40.72940632,-73.98959794
198,3.5,40.74414028,-73.99371148
292,4,40.76527163,-73.98390566
236,4,40.77617622,-73.98188048
236,4,40.77625503,-73.98193991
187,4,40.77169434,-73.95321784
529,4,40.74191443,-74.00102575
529,4,40.74198282,-74.00097558
532,4,40.74615938,-73.97787163
74,3.5,40.76726,-73.98345
310,3.5,40.76864488,-73.95536363
137,3.5,40.79519,-73.96573
170,3,40.77007828,-73.95137227
122,3,40.78383505,-73.97781024
88,4.5,40.72564,-73.97804
360,3.5,40.73690694,-74.00136981
96,3.5,40.74435799,-73.99818267
90,3.5,40.76165517,-73.99036394
31,4,40.66875,-73.9904
263,4,40.73842043,-74.00391138
869,4,40.71791869,-73.99024089
869,4,40.71799353,-73.99001963
869,4,40.71801096,-73.99027118
151,3,40.73247,-74.00259
34,3.5,40.73164268,-74.00693291
44,4,40.71568957,-73.99024504
68,4,40.72975,-73.95622
295,3.5,40.76350374,-73.9889171
295,3.5,40.76366074,-73.98888302
295,3.5,40.76372569,-73.98883457
83,4,40.71391014,-73.94436134
139,3.5,40.67031511,-73.94217434
429,4,40.7656103,-73.98249307
522,4,40.74348,-74.00317
64,4.5,40.72916362,-73.98902926
64,4.5,40.72937,-73.98891
240,4.5,40.6830802,-73.99285376
240,4.5,40.68313886,-73.99281324
240,4.5,40.68319752,-73.99277273
1,5,40.76924875,-73.95733323
49,3,40.62793765,-74.02333869
40,4,40.638516,-74.0348005
171,3.5,40.71925,-73.99775
210,4,40.780421,-73.98128633
38,3.5,40.6292662,-74.02264763
207,4.5,40.86664954,-73.92396025
131,3.5,40.69471671,-73.95498262
2044,4,40.72041462,-73.98714586
435,3,40.73301339,-73.98638714
1802,4,40.76048895,-73.98943178
17,4,40.7664688,-73.96271775
68,3,40.72182565,-73.98039632
48,4,40.68472116,-73.94419352
378,4.5,40.71242,-73.9605
56,3,40.75388618,-73.96622564
216,4,40.75951466,-73.98921697
71,4,40.71780529,-73.99804221
34,3.5,40.76743803,-73.95925815
160,4,40.73464638,-74.00064111
134,3.5,40.76912364,-73.96313852
74,4,40.67746453,-73.98292113
114,4,40.74502918,-73.9948574
308,3.5,40.75685846,-73.98673838
55,4,40.71973526,-74.00404489
55,4,40.71982512,-74.00405774
181,3.5,40.78455,-73.97315
181,3.5,40.78466022,-73.97341144
110,3.5,40.77641337,-73.97839534
15,4.5,40.68694,-73.95493
210,3.5,40.74475,-73.98716
210,3.5,40.74483208,-73.98709926
264,4,40.71402331,-74.00932967
264,4,40.71411,-74.00908
496,1.5,40.76419678,-73.98089996
569,4.5,40.76302563,-73.9763584
543,3,40.76297601,-73.97594298
615,4,40.7519242,-73.97935777
241,3.5,40.70923183,-74.00590018
560,3.5,40.73802704,-74.00204497
560,3.5,40.73839,-74.0021
27,2,40.75151575,-73.97793102
290,3.5,40.76243171,-73.97686465
335,3.5,40.75368013,-73.98898993
335,3.5,40.75377004,-73.98935439
335,3.5,40.75381814,-73.98931957
133,4.5,40.6799,-73.88243
133,4.5,40.72156927,-73.98670437
93,4,40.75236977,-73.973345
273,4,40.72996724,-74.00357765
273,4,40.7300178,-74.00360583
227,4,40.60079525,-73.99206346
109,4,40.6868787,-73.97807796
219,4,40.72567,-74.00167
6,4,40.86257,-73.92855
98,4,40.73791616,-74.00569574
1,5,40.71683,-73.99292
313,4,40.71569026,-73.95347872
24,4.5,40.7576824,-73.99274923
104,3.5,40.78364546,-73.97803323
202,4,40.81405141,-73.95969217
687,4.5,40.73303136,-73.98642996
84,4,40.57719296,-73.96316859
18,3,40.68030612,-73.96116467
94,4.5,40.72376467,-73.98352171
94,4.5,40.72376708,-73.98368053
384,3.5,40.75249867,-73.97324724
169,3.5,40.80297539,-73.96393574
305,3,40.79112013,-73.97415385
305,3,40.79124903,-73.97405965
10,3.5,40.72776597,-73.98508304
239,4,40.62868291,-74.03596192
136,3.5,40.80593237,-73.95280982
4,4.5,40.61956211,-73.91625647
415,3.5,40.73995925,-74.00617224
415,3.5,40.74025044,-74.00578642
6,5,40.7507815,-73.99440774
123,4,40.75058104,-73.99824721
60,4,40.7074521,-74.0023974
51,4,40.70387717,-74.01036072
51,4,40.70413352,-74.01013237
69,4,40.72251881,-73.99207959
10,3.5,40.57769,-73.96047
119,3.5,40.72162891,-74.00503722
199,4,40.75876621,-73.98925925
18,4,40.69757,-73.93154
522,4,40.74265282,-73.98026676
60,4,40.75635245,-73.97187187
87,4,40.75995679,-73.98831847
87,4,40.76031,-73.98863
132,3.5,40.76089954,-73.96111126
54,4,40.75375893,-73.97436435
76,3.5,40.77164349,-73.9591224
243,4,40.72480952,-74.0026273
57,4,40.75894882,-73.96223998
486,4,40.73321109,-73.98685815
89,3.5,40.69735598,-73.93491096
214,4,40.68033,-73.97517
2,5,40.67134,-73.96368
97,4,40.74306,-73.98713
117,4,40.71908,-73.98442
73,4,40.71903577,-73.98508939
140,3.5,40.74518113,-73.99217091
55,4.5,40.71067,-73.95351
203,3.5,40.68661428,-73.97517717
131,3.5,40.66501103,-73.98985905
94,4,40.74765557,-73.99304058
319,4,40.75409,-73.98998
156,4.5,40.68082894,-73.99164399
281,4,40.80585511,-73.94695755
333,3.5,40.74924,-73.97795
530,3.5,40.68910699,-73.95512703
239,4,40.72394,-74.00431
319,4,40.71958507,-73.98954893
319,4,40.71973964,-73.98939284
68,3,40.71484,-73.95863
36,2.5,40.7506675,-73.98397397
33,4,40.75435,-73.9731
78,3,40.75385797,-73.9773036
34,3,40.75684238,-73.97878626
146,4.5,40.74531,-73.98464
130,3.5,40.74961281,-73.98929427
232,4,40.71637691,-74.00777735
1305,4,40.73190475,-74.00378413
1305,4,40.73197826,-74.00374689
1305,4,40.73201521,-74.00344493
101,3.5,40.73754337,-74.00404072
101,3.5,40.73759716,-74.0038909
133,4.5,40.65677612,-73.96013921
94,3.5,40.7125,-73.94886
738,4,40.73182928,-74.00325899
49,3.5,40.73133376,-73.98867939
586,3.5,40.76275,-73.98729
84,5,40.74046461,-73.98480696
345,3.5,40.78324007,-73.97868348
224,4,40.75948548,-73.99193151
224,4,40.75973563,-73.99174378
59,4,40.78466,-73.97714
466,4,40.77399681,-73.96388707
687,4,40.74532676,-74.00224641
643,4,40.73932974,-73.98625794
305,3.5,40.6532,-73.9234
11,4.5,40.76301,-73.96873
260,3.5,40.72723071,-73.98620241
32,4,40.6668,-73.99373
190,3.5,40.74425565,-73.99191616
426,4,40.76243573,-73.9863773
714,3.5,40.7593201,-73.98517154
705,4.5,40.73192433,-73.99958824
735,4.5,40.72519166,-74.00314742
427,4,40.67419498,-73.98219771
427,4,40.67422,-73.98218
177,4.5,40.72932631,-74.00372008
817,4,40.72599851,-74.0026452
375,3.5,40.7146888,-74.01557009
33,3.5,40.73325104,-73.98991411
1304,3.5,40.74218671,-73.98344664
15,4,40.59717613,-73.97153322
89,4,40.6622549,-73.96181367
202,4.5,40.67668034,-73.9803595
202,4.5,40.67682981,-73.98025892
202,4.5,40.67687951,-73.98014443
203,4,40.73576,-74.00087
89,4,40.78401,-73.95853
75,3.5,40.80417,-73.95562
132,4,40.68583922,-73.99098622
78,3.5,40.64218736,-74.00260237
269,3.5,40.70624327,-74.01120741
22,4,40.79877,-73.96281
428,4,40.72370869,-73.97911212
428,4,40.72372,-73.97877
91,3.5,40.74448598,-74.00285511
248,3.5,40.73835028,-73.98950178
262,3.5,40.74174234,-74.00314237
262,3.5,40.74176721,-74.00305214
35,3.5,40.67047,-73.94183
1588,4,40.67835901,-73.97906061
459,4.5,40.72681339,-73.99283273
1124,3.5,40.72936061,-73.9893433
1124,3.5,40.72949,-73.98916
59,4.5,40.67898318,-73.98707279
